word_idx,sentence_id,language,target_text,components,span_start,span_end,pseudo_sentence,quality_flag
40,7,en,snakes,snakes,10,11,gone whole day following thick forest vines muddy undergrowth cobwebs poisonous snakes,pseudo_sentence_word_context
41,7,en,man,man,11,12,gone whole day following thick forest vines muddy undergrowth cobwebs poisonous snakes,pseudo_sentence_word_context
42,8,en,name,name,0,1,man,pseudo_sentence_word_context
43,9,en,go,go,0,1,name go,pseudo_sentence_word_context
44,9,en,amazing,amazing,1,2,name go,pseudo_sentence_word_context
45,10,en,monkey,monkey,0,1,amazing monkey,pseudo_sentence_word_context
46,10,en,monkey,monkey,1,2,amazing monkey,pseudo_sentence_word_context
47,11,en,met,met,0,1,monkey,pseudo_sentence_word_context
48,12,en,monkeys,monkeys,0,1,met monkeys said mean world,pseudo_sentence_word_context
49,12,en,said,said,1,2,met monkeys said mean world,pseudo_sentence_word_context
50,12,en,mean,mean,2,3,met monkeys said mean world,pseudo_sentence_word_context
51,12,en,world,world,3,4,met monkeys said mean world,pseudo_sentence_word_context
52,12,en,know,know,4,5,met monkeys said mean world,pseudo_sentence_word_context
53,13,en,know,know,0,1,know know little bit monkey monkey etiquette showing teeth show teeth stare face,pseudo_sentence_word_context
54,13,en,little_bit,little | bit,1,3,know know little bit monkey monkey etiquette showing teeth show teeth stare face,pseudo_sentence_word_context
55,13,en,monkey,monkey,3,4,know know little bit monkey monkey etiquette showing teeth show teeth stare face,pseudo_sentence_word_context
56,13,en,monkey,monkey,4,5,know know little bit monkey monkey etiquette showing teeth show teeth stare face,pseudo_sentence_word_context
57,13,en,etiquette,etiquette,5,6,know know little bit monkey monkey etiquette showing teeth show teeth stare face,pseudo_sentence_word_context
58,13,en,showing,showing,6,7,know know little bit monkey monkey etiquette showing teeth show teeth stare face,pseudo_sentence_word_context
59,13,en,teeth,teeth,7,8,know know little bit monkey monkey etiquette showing teeth show teeth stare face,pseudo_sentence_word_context
60,13,en,show,show,8,9,know know little bit monkey monkey etiquette showing teeth show teeth stare face,pseudo_sentence_word_context
61,13,en,teeth,teeth,9,10,know know little bit monkey monkey etiquette showing teeth show teeth stare face,pseudo_sentence_word_context
62,13,en,stare,stare,10,11,know know little bit monkey monkey etiquette showing teeth show teeth stare face,pseudo_sentence_word_context
63,13,en,face,face,11,12,know know little bit monkey monkey etiquette showing teeth show teeth stare face,pseudo_sentence_word_context
64,13,en,secrets,secrets,12,13,know know little bit monkey monkey etiquette showing teeth show teeth stare face,pseudo_sentence_word_context
65,13,en,able,able,13,14,know know little bit monkey monkey etiquette showing teeth show teeth stare face,isolated_word_fallback_span_out_of_range
66,14,en,good,good,0,1,secrets able good photography making animal relaxed,pseudo_sentence_word_context
67,14,en,photography,photography,1,2,secrets able good photography making animal relaxed,pseudo_sentence_word_context
68,14,en,making,making,2,3,secrets able good photography making animal relaxed,pseudo_sentence_word_context
69,14,en,animal,animal,3,4,secrets able good photography making animal relaxed,pseudo_sentence_word_context
70,14,en,relaxed,relaxed,4,5,secrets able good photography making animal relaxed,pseudo_sentence_word_context
71,14,en,shot,shot,5,6,secrets able good photography making animal relaxed,pseudo_sentence_word_context
72,14,en,wanted,wanted,6,7,secrets able good photography making animal relaxed,pseudo_sentence_word_context
73,15,en,full,full,0,1,shot wanted full face portrait lens,pseudo_sentence_word_context
74,15,en,face,face,1,2,shot wanted full face portrait lens,pseudo_sentence_word_context
75,15,en,portrait,portrait,2,3,shot wanted full face portrait lens,pseudo_sentence_word_context
76,15,en,lens,lens,3,4,shot wanted full face portrait lens,pseudo_sentence_word_context
77,15,en,time,time,4,5,shot wanted full face portrait lens,pseudo_sentence_word_context
78,15,en,taking,taking,5,6,shot wanted full face portrait lens,pseudo_sentence_word_context
79,16,en,shot,shot,0,1,time taking shot monkeys look,pseudo_sentence_word_context
80,16,en,monkeys,monkeys,1,2,time taking shot monkeys look,pseudo_sentence_word_context
81,16,en,look,look,2,3,time taking shot monkeys look,pseudo_sentence_word_context
82,16,en,days,days,3,4,time taking shot monkeys look,pseudo_sentence_word_context
83,16,en,misses,misses,4,5,time taking shot monkeys look,pseudo_sentence_word_context
84,17,en,changed,changed,0,1,days misses changed strategies,pseudo_sentence_word_context
85,17,en,strategies,strategies,1,2,days misses changed strategies,pseudo_sentence_word_context
86,17,en,put,put,2,3,days misses changed strategies,pseudo_sentence_word_context
87,17,en,camera,camera,3,4,days misses changed strategies,pseudo_sentence_word_context
88,18,en,tripod,tripod,0,1,put camera tripod threw cookies try entice monkeys,pseudo_sentence_word_context
89,18,en,threw,threw,1,2,put camera tripod threw cookies try entice monkeys,pseudo_sentence_word_context
90,18,en,cookies,cookies,2,3,put camera tripod threw cookies try entice monkeys,pseudo_sentence_word_context
91,18,en,try,try,3,4,put camera tripod threw cookies try entice monkeys,pseudo_sentence_word_context
92,18,en,entice,entice,4,5,put camera tripod threw cookies try entice monkeys,pseudo_sentence_word_context
93,18,en,monkeys,monkeys,5,6,put camera tripod threw cookies try entice monkeys,pseudo_sentence_word_context
94,18,en,hoping,hoping,6,7,put camera tripod threw cookies try entice monkeys,pseudo_sentence_word_context
95,18,en,curious,curious,7,8,put camera tripod threw cookies try entice monkeys,pseudo_sentence_word_context
96,19,en,camera,camera,0,1,hoping curious camera start pushing,pseudo_sentence_word_context
97,19,en,start,start,1,2,hoping curious camera start pushing,pseudo_sentence_word_context
98,19,en,pushing,pushing,2,3,hoping curious camera start pushing,pseudo_sentence_word_context
99,19,en,curious,curious,3,4,hoping curious camera start pushing,pseudo_sentence_word_context
100,19,en,pushing,pushing,4,5,hoping curious camera start pushing,pseudo_sentence_word_context
101,20,en,attached,attached,0,1,curious,pseudo_sentence_word_context
102,21,en,cable,cable,0,1,pushing,pseudo_sentence_word_context
103,22,en,end,end,0,1,attached cable end camera,pseudo_sentence_word_context
104,22,en,camera,camera,1,2,attached cable end camera,pseudo_sentence_word_context
105,22,en,monkeys,monkeys,2,3,attached cable end camera,pseudo_sentence_word_context
106,22,en,liked,liked,3,4,attached cable end camera,pseudo_sentence_word_context
107,23,en,started,started,0,1,monkeys liked,pseudo_sentence_word_context
108,23,en,playing,playing,1,2,monkeys liked,pseudo_sentence_word_context
109,24,en,putting,putting,0,1,started playing putting mouths fighting,pseudo_sentence_word_context
110,24,en,mouths,mouths,1,2,started playing putting mouths fighting,pseudo_sentence_word_context
111,24,en,fighting,fighting,2,3,started playing putting mouths fighting,pseudo_sentence_word_context
112,24,en,course,course,3,4,started playing putting mouths fighting,pseudo_sentence_word_context
113,24,en,pressed,pressed,4,5,started playing putting mouths fighting,pseudo_sentence_word_context
114,25,en,looked,looked,0,1,course pressed looked lens,pseudo_sentence_word_context
115,25,en,lens,lens,1,2,course pressed looked lens,pseudo_sentence_word_context
116,25,en,fact,fact,2,3,course pressed looked lens,pseudo_sentence_word_context
117,25,en,going,going,3,4,course pressed looked lens,pseudo_sentence_word_context
118,26,en,monkey,monkey,0,1,fact going monkey language,pseudo_sentence_word_context
119,26,en,language,language,1,2,fact going monkey language,pseudo_sentence_word_context
120,26,en,fired,fired,2,3,fact going monkey language,pseudo_sentence_word_context
121,26,en,few,few,3,4,fact going monkey language,pseudo_sentence_word_context
122,27,en,shots,shots,0,1,fired few shots,pseudo_sentence_word_context
123,27,en,reviewed,reviewed,1,2,fired few shots,pseudo_sentence_word_context
124,27,en,bad,bad,2,3,fired few shots,pseudo_sentence_word_context
125,28,en,little,little,0,1,reviewed,pseudo_sentence_word_context
126,29,en,focus,focus,0,1,bad little focus,pseudo_sentence_word_context
127,29,en,adjusted,adjusted,1,2,bad little focus,pseudo_sentence_word_context
128,29,en,settings,settings,2,3,bad little focus,pseudo_sentence_word_context
129,30,en,put,put,0,1,adjusted settings put camera,pseudo_sentence_word_context
130,30,en,camera,camera,1,2,adjusted settings put camera,pseudo_sentence_word_context
131,30,en,monkeys,monkeys,2,3,adjusted settings put camera,pseudo_sentence_word_context
132,30,en,whole,whole,3,4,adjusted settings put camera,pseudo_sentence_word_context
133,31,en,project,project,0,1,monkeys whole project,pseudo_sentence_word_context
134,31,en,fact,fact,1,2,monkeys whole project,pseudo_sentence_word_context
135,31,en,little,little,2,3,monkeys whole project,pseudo_sentence_word_context
136,32,en,excited,excited,0,1,fact little excited,pseudo_sentence_word_context
137,32,en,knocked,knocked,1,2,fact little excited,pseudo_sentence_word_context
138,32,en,tripod,tripod,2,3,fact little excited,pseudo_sentence_word_context
139,33,en,laid,laid,0,1,knocked tripod,pseudo_sentence_word_context
140,33,en,stomach,stomach,1,2,knocked tripod,pseudo_sentence_word_context
141,34,en,stretched,stretched,0,1,laid stomach stretched arm steady tripod fingers,pseudo_sentence_word_context
142,34,en,arm,arm,1,2,laid stomach stretched arm steady tripod fingers,pseudo_sentence_word_context
143,34,en,steady,steady,2,3,laid stomach stretched arm steady tripod fingers,pseudo_sentence_word_context
144,34,en,tripod,tripod,3,4,laid stomach stretched arm steady tripod fingers,pseudo_sentence_word_context
145,34,en,fingers,fingers,4,5,laid stomach stretched arm steady tripod fingers,pseudo_sentence_word_context
146,34,en,few,few,5,6,laid stomach stretched arm steady tripod fingers,pseudo_sentence_word_context
147,34,en,other,other,6,7,laid stomach stretched arm steady tripod fingers,pseudo_sentence_word_context
148,35,en,monkeys,monkeys,0,1,few other monkeys noticed strange new friend lying full floor hopped,pseudo_sentence_word_context
149,35,en,noticed,noticed,1,2,few other monkeys noticed strange new friend lying full floor hopped,pseudo_sentence_word_context
150,35,en,strange,strange,2,3,few other monkeys noticed strange new friend lying full floor hopped,pseudo_sentence_word_context
151,35,en,new,new,3,4,few other monkeys noticed strange new friend lying full floor hopped,pseudo_sentence_word_context
152,35,en,friend,friend,4,5,few other monkeys noticed strange new friend lying full floor hopped,pseudo_sentence_word_context
153,35,en,lying,lying,5,6,few other monkeys noticed strange new friend lying full floor hopped,pseudo_sentence_word_context
154,35,en,full,full,6,7,few other monkeys noticed strange new friend lying full floor hopped,pseudo_sentence_word_context
155,35,en,floor,floor,7,8,few other monkeys noticed strange new friend lying full floor hopped,pseudo_sentence_word_context
156,35,en,hopped,hopped,8,9,few other monkeys noticed strange new friend lying full floor hopped,pseudo_sentence_word_context
157,35,en,monkeys,monkeys,9,10,few other monkeys noticed strange new friend lying full floor hopped,pseudo_sentence_word_context
158,35,en,trying,trying,10,11,few other monkeys noticed strange new friend lying full floor hopped,pseudo_sentence_word_context
159,36,en,keep,keep,0,1,monkeys trying keep camera knocked monkeys trying monkeys trying play,pseudo_sentence_word_context
160,36,en,camera,camera,1,2,monkeys trying keep camera knocked monkeys trying monkeys trying play,pseudo_sentence_word_context
161,36,en,knocked,knocked,2,3,monkeys trying keep camera knocked monkeys trying monkeys trying play,pseudo_sentence_word_context
162,36,en,monkeys,monkeys,3,4,monkeys trying keep camera knocked monkeys trying monkeys trying play,pseudo_sentence_word_context
163,36,en,trying,trying,4,5,monkeys trying keep camera knocked monkeys trying monkeys trying play,pseudo_sentence_word_context
164,36,en,monkeys,monkeys,5,6,monkeys trying keep camera knocked monkeys trying monkeys trying play,pseudo_sentence_word_context
165,36,en,trying,trying,6,7,monkeys trying keep camera knocked monkeys trying monkeys trying play,pseudo_sentence_word_context
166,36,en,play,play,7,8,monkeys trying keep camera knocked monkeys trying monkeys trying play,pseudo_sentence_word_context
167,36,en,sudden,sudden,8,9,monkeys trying keep camera knocked monkeys trying monkeys trying play,pseudo_sentence_word_context
168,36,en,heard,heard,9,10,monkeys trying keep camera knocked monkeys trying monkeys trying play,pseudo_sentence_word_context
169,37,en,camera,camera,0,1,sudden heard camera going,pseudo_sentence_word_context
170,37,en,going,going,1,2,sudden heard camera going,pseudo_sentence_word_context
171,37,en,didnt,didnt,2,3,sudden heard camera going,pseudo_sentence_word_context
172,37,en,dare,dare,3,4,sudden heard camera going,pseudo_sentence_word_context
173,38,en,knew,knew,0,1,didnt dare,pseudo_sentence_word_context
174,38,en,looked,looked,1,2,didnt dare,pseudo_sentence_word_context
175,39,en,look,look,0,1,knew looked look,pseudo_sentence_word_context
176,39,en,let,let,1,2,knew looked look,pseudo_sentence_word_context
177,39,en,sort,sort,2,3,knew looked look,pseudo_sentence_word_context
178,40,en,looked,looked,0,1,let,pseudo_sentence_word_context
179,41,en,see,see,0,1,sort looked see pulling amazing contorted faces howling mouths smiling mouth,pseudo_sentence_word_context
180,41,en,pulling,pulling,1,2,sort looked see pulling amazing contorted faces howling mouths smiling mouth,pseudo_sentence_word_context
181,41,en,amazing,amazing,2,3,sort looked see pulling amazing contorted faces howling mouths smiling mouth,pseudo_sentence_word_context
182,41,en,contorted,contorted,3,4,sort looked see pulling amazing contorted faces howling mouths smiling mouth,pseudo_sentence_word_context
183,41,en,faces,faces,4,5,sort looked see pulling amazing contorted faces howling mouths smiling mouth,pseudo_sentence_word_context
184,41,en,howling,howling,5,6,sort looked see pulling amazing contorted faces howling mouths smiling mouth,pseudo_sentence_word_context
185,41,en,mouths,mouths,6,7,sort looked see pulling amazing contorted faces howling mouths smiling mouth,pseudo_sentence_word_context
186,41,en,smiling,smiling,7,8,sort looked see pulling amazing contorted faces howling mouths smiling mouth,pseudo_sentence_word_context
187,41,en,mouth,mouth,8,9,sort looked see pulling amazing contorted faces howling mouths smiling mouth,pseudo_sentence_word_context
188,41,en,monkeys,monkeys,9,10,sort looked see pulling amazing contorted faces howling mouths smiling mouth,pseudo_sentence_word_context
189,41,en,taking,taking,10,11,sort looked see pulling amazing contorted faces howling mouths smiling mouth,pseudo_sentence_word_context
190,42,en,selfies,selfies,0,1,monkeys taking selfies amazing beautiful weird selfies,pseudo_sentence_word_context
191,42,en,amazing,amazing,1,2,monkeys taking selfies amazing beautiful weird selfies,pseudo_sentence_word_context
192,42,en,beautiful,beautiful,2,3,monkeys taking selfies amazing beautiful weird selfies,pseudo_sentence_word_context
193,42,en,weird,weird,3,4,monkeys taking selfies amazing beautiful weird selfies,pseudo_sentence_word_context
194,42,en,selfies,selfies,4,5,monkeys taking selfies amazing beautiful weird selfies,pseudo_sentence_word_context
195,42,en,wanted,wanted,5,6,monkeys taking selfies amazing beautiful weird selfies,pseudo_sentence_word_context
196,42,en,go,go,6,7,monkeys taking selfies amazing beautiful weird selfies,pseudo_sentence_word_context
197,43,en,stood,stood,0,1,wanted go,pseudo_sentence_word_context
198,43,en,checked,checked,1,2,wanted go,pseudo_sentence_word_context
199,44,en,work,work,0,1,stood checked work saw shots regular old everyday selfies,pseudo_sentence_word_context
200,44,en,saw,saw,1,2,stood checked work saw shots regular old everyday selfies,pseudo_sentence_word_context
201,44,en,shots,shots,2,3,stood checked work saw shots regular old everyday selfies,pseudo_sentence_word_context
202,44,en,regular,regular,3,4,stood checked work saw shots regular old everyday selfies,pseudo_sentence_word_context
203,44,en,old,old,4,5,stood checked work saw shots regular old everyday selfies,pseudo_sentence_word_context
204,44,en,everyday,everyday,5,6,stood checked work saw shots regular old everyday selfies,pseudo_sentence_word_context
205,44,en,selfies,selfies,6,7,stood checked work saw shots regular old everyday selfies,pseudo_sentence_word_context
206,44,en,guy,guy,7,8,stood checked work saw shots regular old everyday selfies,pseudo_sentence_word_context
207,44,en,gym,gym,8,9,stood checked work saw shots regular old everyday selfies,pseudo_sentence_word_context
208,45,en,taking,taking,0,1,guy gym taking pictures muscles mirror,pseudo_sentence_word_context
209,45,en,pictures,pictures,1,2,guy gym taking pictures muscles mirror,pseudo_sentence_word_context
210,45,en,muscles,muscles,2,3,guy gym taking pictures muscles mirror,pseudo_sentence_word_context
211,45,en,mirror,mirror,3,4,guy gym taking pictures muscles mirror,pseudo_sentence_word_context
212,45,en,next,next,4,5,guy gym taking pictures muscles mirror,pseudo_sentence_word_context
213,45,en,level,level,5,6,guy gym taking pictures muscles mirror,pseudo_sentence_word_context
214,46,en,good,good,0,1,next level good,pseudo_sentence_word_context
215,46,en,escape,escape,1,2,next level good,pseudo_sentence_word_context
216,46,en,bounds,bounds,2,3,next level good,pseudo_sentence_word_context
217,47,en,selfie,selfie,0,1,escape bounds selfie enter realm art,pseudo_sentence_word_context
218,47,en,enter,enter,1,2,escape bounds selfie enter realm art,pseudo_sentence_word_context
219,47,en,realm,realm,2,3,escape bounds selfie enter realm art,pseudo_sentence_word_context
220,47,en,art,art,3,4,escape bounds selfie enter realm art,pseudo_sentence_word_context
221,47,en,shot,shot,4,5,escape bounds selfie enter realm art,pseudo_sentence_word_context
222,47,en,particular,particular,5,6,escape bounds selfie enter realm art,pseudo_sentence_word_context
223,48,en,caught,caught,0,1,shot particular caught eye,pseudo_sentence_word_context
224,48,en,eye,eye,1,2,shot particular caught eye,pseudo_sentence_word_context
225,48,en,monkeys,monkeys,2,3,shot particular caught eye,pseudo_sentence_word_context
226,48,en,face,face,3,4,shot particular caught eye,pseudo_sentence_word_context
227,49,en,camera,camera,0,1,monkeys face camera looking lens,pseudo_sentence_word_context
228,49,en,looking,looking,1,2,monkeys face camera looking lens,pseudo_sentence_word_context
229,49,en,lens,lens,2,3,monkeys face camera looking lens,pseudo_sentence_word_context
230,49,en,hair,hair,3,4,monkeys face camera looking lens,pseudo_sentence_word_context
231,49,en,eyes,eyes,4,5,monkeys face camera looking lens,pseudo_sentence_word_context
232,50,en,friendly,friendly,0,1,hair,pseudo_sentence_word_context
233,51,en,big,big,0,1,eyes friendly big round amber,pseudo_sentence_word_context
234,51,en,round,round,1,2,eyes friendly big round amber,pseudo_sentence_word_context
235,51,en,amber,amber,2,3,eyes friendly big round amber,pseudo_sentence_word_context
236,51,en,nice,nice,3,4,eyes friendly big round amber,pseudo_sentence_word_context
237,51,en,details,details,4,5,eyes friendly big round amber,pseudo_sentence_word_context
238,52,en,details,details,0,1,nice details details important,pseudo_sentence_word_context
239,52,en,important,important,1,2,nice details details important,pseudo_sentence_word_context
240,52,en,focus,focus,2,3,nice details details important,pseudo_sentence_word_context
241,52,en,selfie,selfie,3,4,nice details details important,pseudo_sentence_word_context
242,53,en,main,main,0,1,focus selfie main event monkeys self satisfied grin teeth big mouth gaps real grin knows smiling picture,pseudo_sentence_word_context
243,53,en,event,event,1,2,focus selfie main event monkeys self satisfied grin teeth big mouth gaps real grin knows smiling picture,pseudo_sentence_word_context
244,53,en,monkeys,monkeys,2,3,focus selfie main event monkeys self satisfied grin teeth big mouth gaps real grin knows smiling picture,pseudo_sentence_word_context
245,53,en,self_satisfied,self | satisfied,3,5,focus selfie main event monkeys self satisfied grin teeth big mouth gaps real grin knows smiling picture,pseudo_sentence_word_context
246,53,en,grin,grin,5,6,focus selfie main event monkeys self satisfied grin teeth big mouth gaps real grin knows smiling picture,pseudo_sentence_word_context
247,53,en,teeth,teeth,6,7,focus selfie main event monkeys self satisfied grin teeth big mouth gaps real grin knows smiling picture,pseudo_sentence_word_context
248,53,en,big,big,7,8,focus selfie main event monkeys self satisfied grin teeth big mouth gaps real grin knows smiling picture,pseudo_sentence_word_context
249,53,en,mouth,mouth,8,9,focus selfie main event monkeys self satisfied grin teeth big mouth gaps real grin knows smiling picture,pseudo_sentence_word_context
250,53,en,gaps,gaps,9,10,focus selfie main event monkeys self satisfied grin teeth big mouth gaps real grin knows smiling picture,pseudo_sentence_word_context
251,53,en,real,real,10,11,focus selfie main event monkeys self satisfied grin teeth big mouth gaps real grin knows smiling picture,pseudo_sentence_word_context
252,53,en,grin,grin,11,12,focus selfie main event monkeys self satisfied grin teeth big mouth gaps real grin knows smiling picture,pseudo_sentence_word_context
253,53,en,knows,knows,12,13,focus selfie main event monkeys self satisfied grin teeth big mouth gaps real grin knows smiling picture,pseudo_sentence_word_context
254,53,en,smiling,smiling,13,14,focus selfie main event monkeys self satisfied grin teeth big mouth gaps real grin knows smiling picture,pseudo_sentence_word_context
255,53,en,picture,picture,14,15,focus selfie main event monkeys self satisfied grin teeth big mouth gaps real grin knows smiling picture,pseudo_sentence_word_context
256,53,en,saw,saw,15,16,focus selfie main event monkeys self satisfied grin teeth big mouth gaps real grin knows smiling picture,pseudo_sentence_word_context
257,53,en,front,front,16,17,focus selfie main event monkeys self satisfied grin teeth big mouth gaps real grin knows smiling picture,pseudo_sentence_word_context
258,53,en,cover,cover,17,18,focus selfie main event monkeys self satisfied grin teeth big mouth gaps real grin knows smiling picture,isolated_word_fallback_span_out_of_range
259,54,en,thought,thought,0,1,saw front cover,pseudo_sentence_word_context
260,54,en,need,need,1,2,saw front cover,pseudo_sentence_word_context
261,54,en,agents,agents,2,3,saw front cover,pseudo_sentence_word_context
262,55,en,agents,agents,0,1,thought need agents,pseudo_sentence_word_context
263,55,en,put,put,1,2,thought need agents,pseudo_sentence_word_context
264,55,en,press_release,press | release,2,4,thought need agents,isolated_word_fallback_span_out_of_range
265,56,en,selfies,selfies,0,1,agents put press release selfies,pseudo_sentence_word_context
266,56,en,thought,thought,1,2,agents put press release selfies,pseudo_sentence_word_context
267,56,en,grab,grab,2,3,agents put press release selfies,pseudo_sentence_word_context
268,56,en,peoples,peoples,3,4,agents put press release selfies,pseudo_sentence_word_context
269,56,en,attention,attention,4,5,agents put press release selfies,pseudo_sentence_word_context
270,57,en,photos,photos,0,1,thought grab peoples attention photos use opportunity send message conservation,pseudo_sentence_word_context
271,57,en,use,use,1,2,thought grab peoples attention photos use opportunity send message conservation,pseudo_sentence_word_context
272,57,en,opportunity,opportunity,2,3,thought grab peoples attention photos use opportunity send message conservation,pseudo_sentence_word_context
273,57,en,send,send,3,4,thought grab peoples attention photos use opportunity send message conservation,pseudo_sentence_word_context
274,57,en,message,message,4,5,thought grab peoples attention photos use opportunity send message conservation,pseudo_sentence_word_context
275,57,en,conservation,conservation,5,6,thought grab peoples attention photos use opportunity send message conservation,pseudo_sentence_word_context
276,57,en,wanted,wanted,6,7,thought grab peoples attention photos use opportunity send message conservation,pseudo_sentence_word_context
277,57,en,sell,sell,7,8,thought grab peoples attention photos use opportunity send message conservation,pseudo_sentence_word_context
278,57,en,pictures,pictures,8,9,thought grab peoples attention photos use opportunity send message conservation,pseudo_sentence_word_context
279,57,en,course,course,9,10,thought grab peoples attention photos use opportunity send message conservation,pseudo_sentence_word_context
280,58,en,monkeys,monkeys,0,1,wanted sell pictures course,pseudo_sentence_word_context
281,58,en,black,black,1,2,wanted sell pictures course,pseudo_sentence_word_context
282,58,en,macaques,macaques,2,3,wanted sell pictures course,pseudo_sentence_word_context
283,58,en,considered,considered,3,4,wanted sell pictures course,pseudo_sentence_word_context
284,59,en,endangered,endangered,0,1,monkeys black macaques considered endangered step extinct wild,pseudo_sentence_word_context
285,59,en,step,step,1,2,monkeys black macaques considered endangered step extinct wild,pseudo_sentence_word_context
286,59,en,extinct,extinct,2,3,monkeys black macaques considered endangered step extinct wild,pseudo_sentence_word_context
287,59,en,wild,wild,3,4,monkeys black macaques considered endangered step extinct wild,pseudo_sentence_word_context
288,59,en,lost,lost,4,5,monkeys black macaques considered endangered step extinct wild,pseudo_sentence_word_context
289,59,en,percent,percent,5,6,monkeys black macaques considered endangered step extinct wild,pseudo_sentence_word_context
290,59,en,population,population,6,7,monkeys black macaques considered endangered step extinct wild,pseudo_sentence_word_context
291,59,en,last_years,last | years,7,9,monkeys black macaques considered endangered step extinct wild,isolated_word_fallback_span_out_of_range
292,60,en,humans,humans,0,1,lost percent population last years humans went indonesia place,pseudo_sentence_word_context
293,60,en,went,went,1,2,lost percent population last years humans went indonesia place,pseudo_sentence_word_context
294,60,en,indonesia,indonesia,2,3,lost percent population last years humans went indonesia place,pseudo_sentence_word_context
295,60,en,place,place,3,4,lost percent population last years humans went indonesia place,pseudo_sentence_word_context
296,60,en,wanted,wanted,4,5,lost percent population last years humans went indonesia place,pseudo_sentence_word_context
297,60,en,take,take,5,6,lost percent population last years humans went indonesia place,pseudo_sentence_word_context
298,60,en,photographs,photographs,6,7,lost percent population last years humans went indonesia place,pseudo_sentence_word_context
299,60,en,inspire,inspire,7,8,lost percent population last years humans went indonesia place,pseudo_sentence_word_context
