word_idx,sentence_id,language,target_text,components,span_start,span_end,pseudo_sentence,quality_flag
27,6,he,להקת,להקת,2,3,כמה שנים צלם טייל בית אנגליה תצלום להקת קופים,pseudo_sentence_word_context
28,6,he,קופים,קופים,3,4,כמה שנים צלם טייל בית אנגליה תצלום להקת קופים,pseudo_sentence_word_context
29,6,he,נעלם,נעלם,4,5,כמה שנים צלם טייל בית אנגליה תצלום להקת קופים,pseudo_sentence_word_context
30,6,he,כל,כל,5,6,כמה שנים צלם טייל בית אנגליה תצלום להקת קופים,pseudo_sentence_word_context
31,6,he,יום,יום,6,7,כמה שנים צלם טייל בית אנגליה תצלום להקת קופים,pseudo_sentence_word_context
32,6,he,הבא,הבא,7,8,כמה שנים צלם טייל בית אנגליה תצלום להקת קופים,pseudo_sentence_word_context
33,6,he,עבה,עבה,8,9,כמה שנים צלם טייל בית אנגליה תצלום להקת קופים,pseudo_sentence_word_context
34,7,he,יער,יער,0,1,נעלם כל יום הבא עבה יער גפנים בוצי סבך קורי עכביש רעיל נחשים,pseudo_sentence_word_context
35,7,he,גפנים,גפנים,1,2,נעלם כל יום הבא עבה יער גפנים בוצי סבך קורי עכביש רעיל נחשים,pseudo_sentence_word_context
36,7,he,בוצי,בוצי,2,3,נעלם כל יום הבא עבה יער גפנים בוצי סבך קורי עכביש רעיל נחשים,pseudo_sentence_word_context
37,7,he,סבך,סבך,3,4,נעלם כל יום הבא עבה יער גפנים בוצי סבך קורי עכביש רעיל נחשים,pseudo_sentence_word_context
38,7,he,קורי עכביש,קורי | עכביש,4,6,נעלם כל יום הבא עבה יער גפנים בוצי סבך קורי עכביש רעיל נחשים,pseudo_sentence_word_context
39,7,he,רעיל,רעיל,6,7,נעלם כל יום הבא עבה יער גפנים בוצי סבך קורי עכביש רעיל נחשים,pseudo_sentence_word_context
40,7,he,נחשים,נחשים,7,8,נעלם כל יום הבא עבה יער גפנים בוצי סבך קורי עכביש רעיל נחשים,pseudo_sentence_word_context
41,7,he,אדם,אדם,8,9,נעלם כל יום הבא עבה יער גפנים בוצי סבך קורי עכביש רעיל נחשים,pseudo_sentence_word_context
42,7,he,שם,שם,9,10,נעלם כל יום הבא עבה יער גפנים בוצי סבך קורי עכביש רעיל נחשים,pseudo_sentence_word_context
43,7,he,ללכת,ללכת,10,11,נעלם כל יום הבא עבה יער גפנים בוצי סבך קורי עכביש רעיל נחשים,pseudo_sentence_word_context
44,7,he,מדהים,מדהים,11,12,נעלם כל יום הבא עבה יער גפנים בוצי סבך קורי עכביש רעיל נחשים,pseudo_sentence_word_context
45,7,he,קוף,קוף,12,13,נעלם כל יום הבא עבה יער גפנים בוצי סבך קורי עכביש רעיל נחשים,pseudo_sentence_word_context
46,7,he,קוף,קוף,13,14,נעלם כל יום הבא עבה יער גפנים בוצי סבך קורי עכביש רעיל נחשים,isolated_word_fallback_span_out_of_range
47,8,he,נפגש,נפגש,0,1,אדם,pseudo_sentence_word_context
48,9,he,קופים,קופים,0,1,שם ללכת,pseudo_sentence_word_context
49,9,he,אמר,אמר,1,2,שם ללכת,pseudo_sentence_word_context
50,10,he,ממוצע,ממוצע,0,1,מדהים קוף,pseudo_sentence_word_context
51,10,he,עולם,עולם,1,2,מדהים קוף,pseudo_sentence_word_context
52,11,he,לדעת,לדעת,0,1,קוף,pseudo_sentence_word_context
53,12,he,לדעת,לדעת,0,1,נפגש קופים אמר ממוצע עולם,pseudo_sentence_word_context
54,12,he,קצת קצת,קצת | קצת,1,3,נפגש קופים אמר ממוצע עולם,pseudo_sentence_word_context
55,12,he,קוף,קוף,3,4,נפגש קופים אמר ממוצע עולם,pseudo_sentence_word_context
56,12,he,קוף,קוף,4,5,נפגש קופים אמר ממוצע עולם,pseudo_sentence_word_context
57,12,he,כללי התנהגות,כללי | התנהגות,5,7,נפגש קופים אמר ממוצע עולם,isolated_word_fallback_span_out_of_range
58,13,he,הצגה,הצגה,0,1,לדעת לדעת קצת קצת קוף קוף כללי התנהגות הצגה שיניים להציג שיניים לנעוץ מבט פנים,pseudo_sentence_word_context
59,13,he,שיניים,שיניים,1,2,לדעת לדעת קצת קצת קוף קוף כללי התנהגות הצגה שיניים להציג שיניים לנעוץ מבט פנים,pseudo_sentence_word_context
60,13,he,להציג,להציג,2,3,לדעת לדעת קצת קצת קוף קוף כללי התנהגות הצגה שיניים להציג שיניים לנעוץ מבט פנים,pseudo_sentence_word_context
61,13,he,שיניים,שיניים,3,4,לדעת לדעת קצת קצת קוף קוף כללי התנהגות הצגה שיניים להציג שיניים לנעוץ מבט פנים,pseudo_sentence_word_context
62,13,he,לנעוץ מבט,לנעוץ | מבט,4,6,לדעת לדעת קצת קצת קוף קוף כללי התנהגות הצגה שיניים להציג שיניים לנעוץ מבט פנים,pseudo_sentence_word_context
63,13,he,פנים,פנים,6,7,לדעת לדעת קצת קצת קוף קוף כללי התנהגות הצגה שיניים להציג שיניים לנעוץ מבט פנים,pseudo_sentence_word_context
64,13,he,סודות,סודות,7,8,לדעת לדעת קצת קצת קוף קוף כללי התנהגות הצגה שיניים להציג שיניים לנעוץ מבט פנים,pseudo_sentence_word_context
65,13,he,מסוגל,מסוגל,8,9,לדעת לדעת קצת קצת קוף קוף כללי התנהגות הצגה שיניים להציג שיניים לנעוץ מבט פנים,pseudo_sentence_word_context
66,13,he,טוב,טוב,9,10,לדעת לדעת קצת קצת קוף קוף כללי התנהגות הצגה שיניים להציג שיניים לנעוץ מבט פנים,pseudo_sentence_word_context
67,13,he,צילום,צילום,10,11,לדעת לדעת קצת קצת קוף קוף כללי התנהגות הצגה שיניים להציג שיניים לנעוץ מבט פנים,pseudo_sentence_word_context
68,13,he,הכנה,הכנה,11,12,לדעת לדעת קצת קצת קוף קוף כללי התנהגות הצגה שיניים להציג שיניים לנעוץ מבט פנים,pseudo_sentence_word_context
69,13,he,חיה,חיה,12,13,לדעת לדעת קצת קצת קוף קוף כללי התנהגות הצגה שיניים להציג שיניים לנעוץ מבט פנים,pseudo_sentence_word_context
70,13,he,רגוע,רגוע,13,14,לדעת לדעת קצת קצת קוף קוף כללי התנהגות הצגה שיניים להציג שיניים לנעוץ מבט פנים,pseudo_sentence_word_context
71,13,he,בעיטה,בעיטה,14,15,לדעת לדעת קצת קצת קוף קוף כללי התנהגות הצגה שיניים להציג שיניים לנעוץ מבט פנים,pseudo_sentence_word_context
72,13,he,רצה,רצה,15,16,לדעת לדעת קצת קצת קוף קוף כללי התנהגות הצגה שיניים להציג שיניים לנעוץ מבט פנים,isolated_word_fallback_span_out_of_range
73,14,he,מלא,מלא,0,1,סודות מסוגל טוב צילום הכנה חיה רגוע,pseudo_sentence_word_context
74,14,he,פנים,פנים,1,2,סודות מסוגל טוב צילום הכנה חיה רגוע,pseudo_sentence_word_context
75,14,he,דיוקן,דיוקן,2,3,סודות מסוגל טוב צילום הכנה חיה רגוע,pseudo_sentence_word_context
76,14,he,עדשה,עדשה,3,4,סודות מסוגל טוב צילום הכנה חיה רגוע,pseudo_sentence_word_context
77,14,he,זמן,זמן,4,5,סודות מסוגל טוב צילום הכנה חיה רגוע,pseudo_sentence_word_context
78,14,he,לקיחה,לקיחה,5,6,סודות מסוגל טוב צילום הכנה חיה רגוע,pseudo_sentence_word_context
79,14,he,בעיטה,בעיטה,6,7,סודות מסוגל טוב צילום הכנה חיה רגוע,pseudo_sentence_word_context
80,15,he,קופים,קופים,0,1,בעיטה רצה מלא פנים דיוקן עדשה,pseudo_sentence_word_context
81,15,he,מבט,מבט,1,2,בעיטה רצה מלא פנים דיוקן עדשה,pseudo_sentence_word_context
82,15,he,ימים,ימים,2,3,בעיטה רצה מלא פנים דיוקן עדשה,pseudo_sentence_word_context
83,15,he,החמצות,החמצות,3,4,בעיטה רצה מלא פנים דיוקן עדשה,pseudo_sentence_word_context
84,15,he,השתנה,השתנה,4,5,בעיטה רצה מלא פנים דיוקן עדשה,pseudo_sentence_word_context
85,15,he,אסטרטגיות,אסטרטגיות,5,6,בעיטה רצה מלא פנים דיוקן עדשה,pseudo_sentence_word_context
86,16,he,לשים,לשים,0,1,זמן לקיחה בעיטה קופים מבט,pseudo_sentence_word_context
87,16,he,מצלמה,מצלמה,1,2,זמן לקיחה בעיטה קופים מבט,pseudo_sentence_word_context
88,16,he,חצובה,חצובה,2,3,זמן לקיחה בעיטה קופים מבט,pseudo_sentence_word_context
89,16,he,זרק,זרק,3,4,זמן לקיחה בעיטה קופים מבט,pseudo_sentence_word_context
90,16,he,עוגיות,עוגיות,4,5,זמן לקיחה בעיטה קופים מבט,pseudo_sentence_word_context
91,17,he,לנסות,לנסות,0,1,ימים החמצות השתנה אסטרטגיות,pseudo_sentence_word_context
92,17,he,לפתות,לפתות,1,2,ימים החמצות השתנה אסטרטגיות,pseudo_sentence_word_context
93,17,he,קופים,קופים,2,3,ימים החמצות השתנה אסטרטגיות,pseudo_sentence_word_context
94,17,he,מקווה,מקווה,3,4,ימים החמצות השתנה אסטרטגיות,pseudo_sentence_word_context
95,18,he,סקרן,סקרן,0,1,לשים מצלמה חצובה זרק עוגיות לנסות לפתות קופים,pseudo_sentence_word_context
96,18,he,מצלמה,מצלמה,1,2,לשים מצלמה חצובה זרק עוגיות לנסות לפתות קופים,pseudo_sentence_word_context
97,18,he,התחלה,התחלה,2,3,לשים מצלמה חצובה זרק עוגיות לנסות לפתות קופים,pseudo_sentence_word_context
98,18,he,דוחף,דוחף,3,4,לשים מצלמה חצובה זרק עוגיות לנסות לפתות קופים,pseudo_sentence_word_context
99,18,he,סקרן,סקרן,4,5,לשים מצלמה חצובה זרק עוגיות לנסות לפתות קופים,pseudo_sentence_word_context
100,18,he,דוחף,דוחף,5,6,לשים מצלמה חצובה זרק עוגיות לנסות לפתות קופים,pseudo_sentence_word_context
101,18,he,מצורף,מצורף,6,7,לשים מצלמה חצובה זרק עוגיות לנסות לפתות קופים,pseudo_sentence_word_context
102,18,he,כבל,כבל,7,8,לשים מצלמה חצובה זרק עוגיות לנסות לפתות קופים,pseudo_sentence_word_context
103,19,he,סוף,סוף,0,1,מקווה סקרן מצלמה התחלה דוחף,pseudo_sentence_word_context
104,19,he,מצלמה,מצלמה,1,2,מקווה סקרן מצלמה התחלה דוחף,pseudo_sentence_word_context
105,19,he,קופים,קופים,2,3,מקווה סקרן מצלמה התחלה דוחף,pseudo_sentence_word_context
106,19,he,אהבתי,אהבתי,3,4,מקווה סקרן מצלמה התחלה דוחף,pseudo_sentence_word_context
107,19,he,התחיל,התחיל,4,5,מקווה סקרן מצלמה התחלה דוחף,pseudo_sentence_word_context
108,20,he,משחק,משחק,0,1,סקרן,pseudo_sentence_word_context
109,21,he,לשים,לשים,0,1,דוחף,pseudo_sentence_word_context
110,22,he,פיות,פיות,0,1,מצורף כבל סוף מצלמה,pseudo_sentence_word_context
111,22,he,לחימה,לחימה,1,2,מצורף כבל סוף מצלמה,pseudo_sentence_word_context
112,22,he,כמובן,כמובן,2,3,מצורף כבל סוף מצלמה,pseudo_sentence_word_context
113,22,he,לחוץ,לחוץ,3,4,מצורף כבל סוף מצלמה,pseudo_sentence_word_context
114,23,he,הסתכל,הסתכל,0,1,קופים אהבתי,pseudo_sentence_word_context
115,23,he,עדשה,עדשה,1,2,קופים אהבתי,pseudo_sentence_word_context
116,24,he,עובדה,עובדה,0,1,התחיל משחק לשים פיות לחימה,pseudo_sentence_word_context
117,24,he,הולך,הולך,1,2,התחיל משחק לשים פיות לחימה,pseudo_sentence_word_context
118,24,he,קוף,קוף,2,3,התחיל משחק לשים פיות לחימה,pseudo_sentence_word_context
119,24,he,שפה,שפה,3,4,התחיל משחק לשים פיות לחימה,pseudo_sentence_word_context
120,24,he,מפוטר,מפוטר,4,5,התחיל משחק לשים פיות לחימה,pseudo_sentence_word_context
121,25,he,מעטים,מעטים,0,1,כמובן לחוץ הסתכל עדשה,pseudo_sentence_word_context
122,25,he,יריות,יריות,1,2,כמובן לחוץ הסתכל עדשה,pseudo_sentence_word_context
123,25,he,נבדק,נבדק,2,3,כמובן לחוץ הסתכל עדשה,pseudo_sentence_word_context
124,25,he,רע,רע,3,4,כמובן לחוץ הסתכל עדשה,pseudo_sentence_word_context
125,26,he,קצת,קצת,0,1,עובדה הולך קוף שפה,pseudo_sentence_word_context
126,26,he,מוקד,מוקד,1,2,עובדה הולך קוף שפה,pseudo_sentence_word_context
127,26,he,מותאם,מותאם,2,3,עובדה הולך קוף שפה,pseudo_sentence_word_context
128,26,he,הגדרות,הגדרות,3,4,עובדה הולך קוף שפה,pseudo_sentence_word_context
129,27,he,לשים,לשים,0,1,מפוטר מעטים יריות,pseudo_sentence_word_context
130,27,he,מצלמה,מצלמה,1,2,מפוטר מעטים יריות,pseudo_sentence_word_context
131,27,he,קופים,קופים,2,3,מפוטר מעטים יריות,pseudo_sentence_word_context
132,28,he,כל,כל,0,1,נבדק,pseudo_sentence_word_context
133,29,he,פרויקט,פרויקט,0,1,רע קצת מוקד,pseudo_sentence_word_context
134,29,he,עובדה,עובדה,1,2,רע קצת מוקד,pseudo_sentence_word_context
135,29,he,קצת,קצת,2,3,רע קצת מוקד,pseudo_sentence_word_context
136,30,he,נרגש,נרגש,0,1,מותאם הגדרות לשים מצלמה,pseudo_sentence_word_context
137,30,he,דפק,דפק,1,2,מותאם הגדרות לשים מצלמה,pseudo_sentence_word_context
138,30,he,חצובה,חצובה,2,3,מותאם הגדרות לשים מצלמה,pseudo_sentence_word_context
139,30,he,מונח,מונח,3,4,מותאם הגדרות לשים מצלמה,pseudo_sentence_word_context
140,31,he,בטן,בטן,0,1,קופים כל פרויקט,pseudo_sentence_word_context
141,31,he,מתוח,מתוח,1,2,קופים כל פרויקט,pseudo_sentence_word_context
142,31,he,זרוע,זרוע,2,3,קופים כל פרויקט,pseudo_sentence_word_context
143,32,he,יציב,יציב,0,1,עובדה קצת נרגש,pseudo_sentence_word_context
144,32,he,חצובה,חצובה,1,2,עובדה קצת נרגש,pseudo_sentence_word_context
145,32,he,אצבעות,אצבעות,2,3,עובדה קצת נרגש,pseudo_sentence_word_context
146,33,he,מעטים,מעטים,0,1,דפק חצובה,pseudo_sentence_word_context
147,33,he,אחר,אחר,1,2,דפק חצובה,pseudo_sentence_word_context
148,34,he,קופים,קופים,0,1,מונח בטן מתוח זרוע יציב חצובה אצבעות,pseudo_sentence_word_context
149,34,he,שם לב,שם | לב,1,3,מונח בטן מתוח זרוע יציב חצובה אצבעות,pseudo_sentence_word_context
150,34,he,מוזר,מוזר,3,4,מונח בטן מתוח זרוע יציב חצובה אצבעות,pseudo_sentence_word_context
151,34,he,חדש,חדש,4,5,מונח בטן מתוח זרוע יציב חצובה אצבעות,pseudo_sentence_word_context
152,34,he,חבר,חבר,5,6,מונח בטן מתוח זרוע יציב חצובה אצבעות,pseudo_sentence_word_context
153,34,he,שקר,שקר,6,7,מונח בטן מתוח זרוע יציב חצובה אצבעות,pseudo_sentence_word_context
154,34,he,מלא,מלא,7,8,מונח בטן מתוח זרוע יציב חצובה אצבעות,isolated_word_fallback_span_out_of_range
155,35,he,קומה,קומה,0,1,מעטים אחר קופים שם לב מוזר חדש חבר שקר מלא קומה קפץ,pseudo_sentence_word_context
156,35,he,קפץ,קפץ,1,2,מעטים אחר קופים שם לב מוזר חדש חבר שקר מלא קומה קפץ,pseudo_sentence_word_context
157,35,he,קופים,קופים,2,3,מעטים אחר קופים שם לב מוזר חדש חבר שקר מלא קומה קפץ,pseudo_sentence_word_context
158,35,he,מנסה,מנסה,3,4,מעטים אחר קופים שם לב מוזר חדש חבר שקר מלא קומה קפץ,pseudo_sentence_word_context
159,35,he,לשמור,לשמור,4,5,מעטים אחר קופים שם לב מוזר חדש חבר שקר מלא קומה קפץ,pseudo_sentence_word_context
160,35,he,מצלמה,מצלמה,5,6,מעטים אחר קופים שם לב מוזר חדש חבר שקר מלא קומה קפץ,pseudo_sentence_word_context
161,35,he,דפק,דפק,6,7,מעטים אחר קופים שם לב מוזר חדש חבר שקר מלא קומה קפץ,pseudo_sentence_word_context
162,35,he,קופים,קופים,7,8,מעטים אחר קופים שם לב מוזר חדש חבר שקר מלא קומה קפץ,pseudo_sentence_word_context
163,35,he,מנסה,מנסה,8,9,מעטים אחר קופים שם לב מוזר חדש חבר שקר מלא קומה קפץ,pseudo_sentence_word_context
164,35,he,קופים,קופים,9,10,מעטים אחר קופים שם לב מוזר חדש חבר שקר מלא קומה קפץ,pseudo_sentence_word_context
165,35,he,מנסה,מנסה,10,11,מעטים אחר קופים שם לב מוזר חדש חבר שקר מלא קומה קפץ,pseudo_sentence_word_context
166,35,he,לשחק,לשחק,11,12,מעטים אחר קופים שם לב מוזר חדש חבר שקר מלא קומה קפץ,pseudo_sentence_word_context
167,36,he,פתאומי,פתאומי,0,1,קופים מנסה לשמור מצלמה דפק קופים מנסה קופים מנסה לשחק,pseudo_sentence_word_context
168,36,he,נשמע,נשמע,1,2,קופים מנסה לשמור מצלמה דפק קופים מנסה קופים מנסה לשחק,pseudo_sentence_word_context
169,36,he,מצלמה,מצלמה,2,3,קופים מנסה לשמור מצלמה דפק קופים מנסה קופים מנסה לשחק,pseudo_sentence_word_context
170,36,he,הולך,הולך,3,4,קופים מנסה לשמור מצלמה דפק קופים מנסה קופים מנסה לשחק,pseudo_sentence_word_context
171,36,he,לא,לא,4,5,קופים מנסה לשמור מצלמה דפק קופים מנסה קופים מנסה לשחק,pseudo_sentence_word_context
172,36,he,להעז,להעז,5,6,קופים מנסה לשמור מצלמה דפק קופים מנסה קופים מנסה לשחק,pseudo_sentence_word_context
173,36,he,ידע,ידע,6,7,קופים מנסה לשמור מצלמה דפק קופים מנסה קופים מנסה לשחק,pseudo_sentence_word_context
174,36,he,הסתכל,הסתכל,7,8,קופים מנסה לשמור מצלמה דפק קופים מנסה קופים מנסה לשחק,pseudo_sentence_word_context
175,36,he,מבט,מבט,8,9,קופים מנסה לשמור מצלמה דפק קופים מנסה קופים מנסה לשחק,pseudo_sentence_word_context
176,36,he,לאפשר,לאפשר,9,10,קופים מנסה לשמור מצלמה דפק קופים מנסה קופים מנסה לשחק,pseudo_sentence_word_context
177,37,he,סוג,סוג,0,1,פתאומי נשמע מצלמה הולך,pseudo_sentence_word_context
178,37,he,הסתכל,הסתכל,1,2,פתאומי נשמע מצלמה הולך,pseudo_sentence_word_context
179,37,he,לראות,לראות,2,3,פתאומי נשמע מצלמה הולך,pseudo_sentence_word_context
180,37,he,משיכה,משיכה,3,4,פתאומי נשמע מצלמה הולך,pseudo_sentence_word_context
181,38,he,מדהים,מדהים,0,1,לא להעז,pseudo_sentence_word_context
182,38,he,מעוות,מעוות,1,2,לא להעז,pseudo_sentence_word_context
183,39,he,פרצופים,פרצופים,0,1,ידע הסתכל מבט,pseudo_sentence_word_context
184,39,he,יללות,יללות,1,2,ידע הסתכל מבט,pseudo_sentence_word_context
185,39,he,פיות,פיות,2,3,ידע הסתכל מבט,pseudo_sentence_word_context
186,40,he,מחייך,מחייך,0,1,לאפשר,pseudo_sentence_word_context
187,41,he,פה,פה,0,1,סוג הסתכל לראות משיכה מדהים מעוות פרצופים יללות פיות מחייך פה,pseudo_sentence_word_context
188,41,he,קופים,קופים,1,2,סוג הסתכל לראות משיכה מדהים מעוות פרצופים יללות פיות מחייך פה,pseudo_sentence_word_context
189,41,he,לקיחה,לקיחה,2,3,סוג הסתכל לראות משיכה מדהים מעוות פרצופים יללות פיות מחייך פה,pseudo_sentence_word_context
190,41,he,סלפי,סלפי,3,4,סוג הסתכל לראות משיכה מדהים מעוות פרצופים יללות פיות מחייך פה,pseudo_sentence_word_context
191,41,he,מדהים,מדהים,4,5,סוג הסתכל לראות משיכה מדהים מעוות פרצופים יללות פיות מחייך פה,pseudo_sentence_word_context
192,41,he,יפה,יפה,5,6,סוג הסתכל לראות משיכה מדהים מעוות פרצופים יללות פיות מחייך פה,pseudo_sentence_word_context
193,41,he,משונה,משונה,6,7,סוג הסתכל לראות משיכה מדהים מעוות פרצופים יללות פיות מחייך פה,pseudo_sentence_word_context
194,41,he,סלפי,סלפי,7,8,סוג הסתכל לראות משיכה מדהים מעוות פרצופים יללות פיות מחייך פה,pseudo_sentence_word_context
195,41,he,רצה,רצה,8,9,סוג הסתכל לראות משיכה מדהים מעוות פרצופים יללות פיות מחייך פה,pseudo_sentence_word_context
196,41,he,ללכת,ללכת,9,10,סוג הסתכל לראות משיכה מדהים מעוות פרצופים יללות פיות מחייך פה,pseudo_sentence_word_context
197,41,he,עמד,עמד,10,11,סוג הסתכל לראות משיכה מדהים מעוות פרצופים יללות פיות מחייך פה,pseudo_sentence_word_context
198,42,he,בדוק,בדוק,0,1,קופים לקיחה סלפי מדהים יפה משונה סלפי,pseudo_sentence_word_context
199,42,he,עבודה,עבודה,1,2,קופים לקיחה סלפי מדהים יפה משונה סלפי,pseudo_sentence_word_context
200,42,he,מסור,מסור,2,3,קופים לקיחה סלפי מדהים יפה משונה סלפי,pseudo_sentence_word_context
201,42,he,יריות,יריות,3,4,קופים לקיחה סלפי מדהים יפה משונה סלפי,pseudo_sentence_word_context
202,42,he,קבוע,קבוע,4,5,קופים לקיחה סלפי מדהים יפה משונה סלפי,pseudo_sentence_word_context
203,42,he,ישן,ישן,5,6,קופים לקיחה סלפי מדהים יפה משונה סלפי,pseudo_sentence_word_context
204,42,he,כל יום,כל | יום,6,8,קופים לקיחה סלפי מדהים יפה משונה סלפי,isolated_word_fallback_span_out_of_range
205,43,he,סלפי,סלפי,0,1,רצה ללכת,pseudo_sentence_word_context
206,43,he,בחור,בחור,1,2,רצה ללכת,pseudo_sentence_word_context
207,44,he,חדר כושר,חדר | כושר,0,2,עמד בדוק עבודה מסור יריות קבוע ישן כל יום סלפי,pseudo_sentence_word_context
208,44,he,לקיחה,לקיחה,2,3,עמד בדוק עבודה מסור יריות קבוע ישן כל יום סלפי,pseudo_sentence_word_context
209,44,he,תמונות,תמונות,3,4,עמד בדוק עבודה מסור יריות קבוע ישן כל יום סלפי,pseudo_sentence_word_context
210,44,he,שרירים,שרירים,4,5,עמד בדוק עבודה מסור יריות קבוע ישן כל יום סלפי,pseudo_sentence_word_context
211,44,he,מראה,מראה,5,6,עמד בדוק עבודה מסור יריות קבוע ישן כל יום סלפי,pseudo_sentence_word_context
212,44,he,הבא,הבא,6,7,עמד בדוק עבודה מסור יריות קבוע ישן כל יום סלפי,pseudo_sentence_word_context
213,44,he,רמה,רמה,7,8,עמד בדוק עבודה מסור יריות קבוע ישן כל יום סלפי,pseudo_sentence_word_context
214,44,he,טוב,טוב,8,9,עמד בדוק עבודה מסור יריות קבוע ישן כל יום סלפי,pseudo_sentence_word_context
215,44,he,לברוח,לברוח,9,10,עמד בדוק עבודה מסור יריות קבוע ישן כל יום סלפי,pseudo_sentence_word_context
216,44,he,גבולות,גבולות,10,11,עמד בדוק עבודה מסור יריות קבוע ישן כל יום סלפי,isolated_word_fallback_span_out_of_range
217,45,he,סלפי,סלפי,0,1,בחור חדר כושר לקיחה תמונות שרירים מראה,pseudo_sentence_word_context
218,45,he,להכניס,להכניס,1,2,בחור חדר כושר לקיחה תמונות שרירים מראה,pseudo_sentence_word_context
219,45,he,תחום,תחום,2,3,בחור חדר כושר לקיחה תמונות שרירים מראה,pseudo_sentence_word_context
220,45,he,אמנות,אמנות,3,4,בחור חדר כושר לקיחה תמונות שרירים מראה,pseudo_sentence_word_context
221,45,he,בעיטה,בעיטה,4,5,בחור חדר כושר לקיחה תמונות שרירים מראה,pseudo_sentence_word_context
222,45,he,מסוים,מסוים,5,6,בחור חדר כושר לקיחה תמונות שרירים מראה,pseudo_sentence_word_context
223,45,he,נתפס,נתפס,6,7,בחור חדר כושר לקיחה תמונות שרירים מראה,pseudo_sentence_word_context
224,46,he,עין,עין,0,1,הבא רמה טוב,pseudo_sentence_word_context
225,46,he,קופים,קופים,1,2,הבא רמה טוב,pseudo_sentence_word_context
226,46,he,פנים,פנים,2,3,הבא רמה טוב,pseudo_sentence_word_context
227,47,he,מצלמה,מצלמה,0,1,לברוח גבולות סלפי להכניס תחום אמנות,pseudo_sentence_word_context
228,47,he,מחפש,מחפש,1,2,לברוח גבולות סלפי להכניס תחום אמנות,pseudo_sentence_word_context
229,47,he,עדשה,עדשה,2,3,לברוח גבולות סלפי להכניס תחום אמנות,pseudo_sentence_word_context
230,47,he,שער,שער,3,4,לברוח גבולות סלפי להכניס תחום אמנות,pseudo_sentence_word_context
